strom,signal
108.5657,0.028100000000000014
108.56755457274366,0.029500000000000026
108.5694091454873,0.02020000000000005
108.57126371823095,0.029500000000000026
108.57311829097459,0.023400000000000032
108.57497286371824,0.028900000000000037
108.57682743646188,0.052100000000000035
108.57868200920554,0.20310000000000006
108.58053658194918,1.9209
108.58239115469283,0.02980000000000005
108.58424572743647,0.029600000000000015
108.58610030018012,0.028900000000000037
108.58795487292376,0.026600000000000013
108.58980944566741,0.02400000000000002
108.59166401841105,0.023400000000000032
108.5935185911547,0.025000000000000022
108.59537316389834,0.02310000000000001
108.597227736642,0.023800000000000043
108.59908230938564,0.026800000000000046
108.60093688212929,0.03200000000000003
108.60279145487293,0.024300000000000044
108.60464602761658,0.021700000000000053
108.60650060036022,0.02030000000000004
108.60835517310387,0.03200000000000003
108.61020974584751,0.028100000000000014
108.61206431859117,0.02140000000000003
108.6139188913348,0.027400000000000035
108.61577346407846,0.03880000000000006
108.6176280368221,0.04380000000000006
108.61948260956575,0.06980000000000003
108.62133718230939,0.11210000000000003
108.62319175505304,0.16730000000000006
108.62504632779668,0.4035
108.62690090054033,3.2656
108.62875547328397,0.7589
108.63061004602763,0.10200000000000004
108.63246461877127,0.05250000000000005
108.63431919151492,0.029900000000000038
108.63617376425856,0.024800000000000044
108.63802833700221,0.02260000000000001
108.63988290974585,0.023800000000000043
108.6417374824895,0.02240000000000003
108.64359205523314,0.027200000000000057
108.6454466279768,0.02250000000000002
108.64730120072043,0.025700000000000056
108.64915577346409,0.027400000000000035
108.65101034620773,0.02460000000000001
108.65286491895138,0.026000000000000023
108.65471949169502,0.026500000000000024
108.65657406443867,0.027500000000000024
108.65842863718231,0.024400000000000033
108.66028320992596,0.029300000000000048
108.6621377826696,0.022200000000000053
108.66399235541326,0.026100000000000012
108.6658469281569,0.02510000000000001
108.66770150090055,0.024900000000000033
108.66955607364419,0.02560000000000001
108.67141064638784,0.02400000000000002
108.67326521913148,0.023300000000000043
108.67511979187513,0.021200000000000052
108.67697436461877,0.021700000000000053
108.67882893736243,0.02200000000000002
108.68068351010606,0.02400000000000002
108.68253808284972,0.02920000000000006
108.68439265559336,0.02400000000000002
108.68624722833701,0.02260000000000001
108.68810180108065,0.026700000000000057
108.6899563738243,0.024900000000000033
108.69181094656794,0.01770000000000005
108.6936655193116,0.02140000000000003
108.69552009205523,0.026300000000000046
108.69737466479889,0.022300000000000042
108.69922923754253,0.02410000000000001
108.70108381028618,0.026800000000000046
108.70293838302983,0.02310000000000001
108.70479295577347,0.024700000000000055
108.70664752851712,0.026600000000000013
108.70850210126076,0.02400000000000002
108.71035667400442,0.02510000000000001
108.71221124674805,0.019500000000000017
108.71406581949171,0.027500000000000024
108.71592039223535,0.028300000000000047
108.717774964979,0.025500000000000023
108.71962953772264,0.017500000000000016
108.72148411046629,0.026200000000000057
108.72333868320993,0.026100000000000012
108.72519325595358,0.02920000000000006
108.72704782869722,0.023800000000000043
108.72890240144088,0.026100000000000012
108.73075697418452,0.027900000000000036
108.73261154692817,0.02260000000000001
108.73446611967181,0.028900000000000037
108.73632069241546,0.029100000000000015
108.7381752651591,0.023200000000000054
108.74002983790275,0.026400000000000035
108.74188441064639,0.02250000000000002
108.74373898339005,0.02510000000000001
108.74559355613368,0.02970000000000006
108.74744812887734,0.027900000000000036
108.74930270162098,0.03240000000000004
108.75115727436463,0.03320000000000006
108.75301184710827,0.039100000000000024
108.75486641985192,0.04340000000000005
108.75672099259556,0.03880000000000006
108.75857556533921,0.035800000000000054
108.76043013808285,0.035800000000000054
108.7622847108265,0.036900000000000044
108.76413928357015,0.041600000000000026
108.7659938563138,0.04880000000000001
108.76784842905744,0.042700000000000016
108.76970300180109,0.04330000000000006
108.77155757454473,0.04820000000000002
108.77341214728838,0.05910000000000004
108.77526672003202,0.06090000000000001
108.77712129277567,0.06440000000000001
108.77897586551931,0.05940000000000001
108.78083043826297,0.06960000000000005
108.7826850110066,0.07390000000000002
108.78453958375026,0.08320000000000005
108.7863941564939,0.09540000000000004
108.78824872923755,0.09540000000000004
108.79010330198119,0.10800000000000004
108.79195787472484,0.11240000000000006
108.79381244746848,0.11640000000000006
108.79566702021214,0.12820000000000004
108.79752159295577,0.12750000000000006
108.79937616569943,0.13620000000000004
108.80123073844307,0.14090000000000003
108.80308531118672,0.15070000000000006
108.80493988393036,0.16580000000000006
108.80679445667401,0.17420000000000002
108.80864902941765,0.19400000000000006
108.8105036021613,0.19810000000000005
108.81235817490494,0.24130000000000001
108.8142127476486,0.27070000000000005
108.81606732039224,0.33280000000000004
108.81792189313589,0.35700000000000004
108.81977646587953,0.38570000000000004
108.82163103862318,0.43550000000000005
108.82348561136682,0.5115000000000001
108.82534018411047,0.6172000000000001
108.82719475685411,0.7702
108.82904932959777,0.9028
108.8309039023414,1.0514999999999999
108.83275847508506,1.0777999999999999
108.83461304782871,1.1360000000000001
108.83646762057235,1.1952
108.838322193316,1.3972
108.84017676605964,1.6042999999999998
108.8420313388033,2.0565
108.84388591154693,2.5312
108.84574048429059,2.678
108.84759505703423,3.3376
108.84944962977788,4.4859
108.85130420252152,5.1097
108.85315877526517,5.1818
108.85501334800881,5.5567
108.85686792075246,5.6219
108.8587224934961,5.6089
108.86057706623976,5.0382
108.8624316389834,4.3622
108.86428621172705,3.9008000000000003
108.86614078447069,3.7361
108.86799535721434,3.9266
108.86984992995798,3.2668
108.87170450270163,3.0791
108.87355907544527,3.0699
108.87541364818892,2.9531
108.87726822093256,2.9939
108.87912279367622,2.9374000000000002
108.88097736641986,2.0875
108.88283193916351,2.0997
108.88468651190715,1.4048
108.8865410846508,1.6400000000000001
108.88839565739444,1.1988
108.8902502301381,1.1722000000000001
108.89210480288173,0.9673
108.89395937562539,1.0645
108.89581394836902,1.1766
108.89766852111268,1.1360000000000001
108.89952309385632,0.8234
108.90137766659997,0.8560000000000001
108.90323223934361,0.8869
108.90508681208726,1.0698
108.9069413848309,0.8569
108.90879595757455,0.789
108.9106505303182,0.9323
108.91250510306185,0.9284000000000001
108.91435967580549,1.3146
108.91621424854914,1.2338
108.91806882129278,1.2766000000000002
108.91992339403643,1.1286
108.92177796678007,1.2205
108.92363253952372,0.932
108.92548711226736,0.9623
108.92734168501102,1.1739000000000002
108.92919625775465,1.2615
108.93105083049831,1.29
108.93290540324195,1.4203999999999999
108.9347599759856,1.1346
108.93661454872924,1.5807000000000002
108.93846912147289,1.7652
108.94032369421653,2.0781
108.94217826696018,2.7315
108.94403283970382,3.2065
108.94588741244748,3.3016
108.94774198519112,3.4799
108.94959655793477,3.6789
108.95145113067841,4.1799
108.95330570342206,4.3378
108.9551602761657,4.4951
108.95701484890935,4.7826
108.95886942165299,5.026
108.96072399439664,5.4939
108.96257856714028,5.4954
108.96443313988394,5.615
108.96628771262758,5.4938
108.96814228537123,5.2741
108.96999685811488,4.7094000000000005
108.97185143085852,4.0591
108.97370600360217,3.3834
108.97556057634581,2.4398
108.97741514908947,1.9495
108.9792697218331,1.361
108.98112429457676,1.3066
108.9829788673204,1.2303000000000002
108.98483344006405,1.1339000000000001
108.98668801280769,1.1087
108.98854258555134,1.0641
108.99039715829498,0.9837
108.99225173103864,0.8254
108.99410630378227,0.7113
108.99596087652593,0.7310000000000001
108.99781544926957,0.6267
108.99967002201322,0.5293
109.00152459475686,0.47180000000000005
109.00337916750051,0.4277
109.00523374024415,0.39820000000000005
109.0070883129878,0.3909
109.00894288573144,0.38040000000000007
109.0107974584751,0.35250000000000004
109.01265203121874,0.3360000000000001
109.01450660396239,0.31220000000000003
109.01636117670603,0.28850000000000003
109.01821574944968,0.2772
109.02007032219332,0.2503
109.02192489493697,0.24080000000000001
109.02377946768061,0.22070000000000006
109.02563404042426,0.20830000000000004
109.0274886131679,0.197
109.02934318591156,0.18830000000000002
109.0311977586552,0.17410000000000003
109.03305233139885,0.16710000000000003
109.03490690414249,0.16250000000000003
109.03676147688614,0.15790000000000004
109.03861604962978,0.15150000000000002
109.04047062237343,0.14070000000000005
109.04232519511707,0.13980000000000004
109.04417976786073,0.13440000000000002
109.04603434060436,0.13330000000000003
109.04788891334802,0.12990000000000002
109.04974348609166,0.13270000000000004
109.05159805883531,0.11930000000000002
109.05345263157895,0.11950000000000005
109.0553072043226,0.12000000000000005
109.05716177706624,0.11560000000000004
109.0590163498099,0.10450000000000004
109.06087092255353,0.10950000000000004
109.06272549529719,0.10210000000000002
109.06458006804083,0.10180000000000006
109.06643464078448,0.09760000000000002
109.06828921352812,0.09840000000000004
109.07014378627177,0.09250000000000003
109.07199835901541,0.08690000000000003
109.07385293175906,0.08670000000000005
109.0757075045027,0.07740000000000002
109.07756207724636,0.08060000000000006
109.07941664999,0.08060000000000006
109.08127122273365,0.07180000000000003
109.08312579547729,0.07220000000000004
109.08498036822094,0.07490000000000002
109.08683494096458,0.06630000000000003
109.08868951370823,0.06510000000000005
109.09054408645187,0.06180000000000002
109.09239865919552,0.05780000000000002
109.09425323193916,0.06350000000000006
109.09610780468282,0.06570000000000004
109.09796237742646,0.05410000000000004
109.09981695017011,0.05850000000000005
109.10167152291375,0.053100000000000036
109.1035260956574,0.05960000000000004
109.10538066840105,0.04810000000000003
109.10723524114469,0.05460000000000004
109.10908981388835,0.053800000000000014
109.11094438663199,0.04850000000000004
109.11279895937564,0.04770000000000002
109.11465353211928,0.04530000000000006
109.11650810486293,0.04650000000000004
109.11836267760657,0.04670000000000002
109.12021725035022,0.04350000000000004
109.12207182309386,0.04770000000000002
109.12392639583751,0.038000000000000034
109.12578096858115,0.04490000000000005
109.1276355413248,0.03980000000000006
109.12949011406845,0.041700000000000015
109.1313446868121,0.04130000000000006
109.13319925955574,0.03750000000000003
109.13505383229939,0.037900000000000045
109.13690840504303,0.035300000000000054
109.13876297778668,0.035300000000000054
109.14061755053032,0.03260000000000002
109.14247212327398,0.040500000000000036
109.14432669601761,0.03510000000000002
109.14618126876127,0.03570000000000001
109.1480358415049,0.03760000000000002
109.14989041424856,0.035800000000000054
109.1517449869922,0.03370000000000001
109.15359955973585,0.03650000000000003
